epoch,accuracy,auc,auc_pr,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_auc_pr,val_loss,val_precision,val_recall
13,0.39572227001190186,0.7338072061538696,0.8935714960098267,0.0010000000474974513,0.5572550296783447,0.8838398456573486,0.5628504157066345,0.7111486196517944,0.863311231136322,0.8754546642303467,0.5520409941673279,0.645675539970398,0.9220261573791504
14,0.4061833620071411,0.7464606761932373,0.8982912302017212,0.0010000000474974513,0.5483817458152771,0.8904542922973633,0.5632445216178894,0.7418355941772461,0.8454452753067017,0.8615669012069702,0.5472118854522705,0.7009569406509399,0.833807647228241
15,0.4003864526748657,0.7365518808364868,0.8948248624801636,0.0010000000474974513,0.5507857203483582,0.8882970809936523,0.5600326657295227,0.7652027010917664,0.8580871820449829,0.8671442866325378,0.5236031413078308,0.7509515881538391,0.7859988808631897
16,0.4010527729988098,0.7382743954658508,0.8960267901420593,0.0005000000237487257,0.5415979027748108,0.8832188248634338,0.5702389478683472,0.7536599040031433,0.8610300421714783,0.8710750937461853,0.5168501138687134,0.8177233338356018,0.6459874510765076
17,0.39578890800476074,0.7416048049926758,0.8994817733764648,0.0005000000237487257,0.5484176874160767,0.8896956443786621,0.5732277631759644,0.7770270109176636,0.877395749092102,0.8863381147384644,0.4971141517162323,0.7813411355018616,0.7626636028289795
18,0.4003864526748657,0.7426010966300964,0.8980278968811035,0.0005000000237487257,0.543782651424408,0.8874440789222717,0.5753784775733948,0.8015202879905701,0.8866731524467468,0.8946540951728821,0.4906977415084839,0.8145933151245117,0.7751849889755249
19,0.40625,0.7481685280799866,0.9011002779006958,0.0005000000237487257,0.5415952801704407,0.8915407657623291,0.572971522808075,0.7530968189239502,0.8851133584976196,0.895388662815094,0.5226327180862427,0.6885175704956055,0.914627194404602
20,0.40531715750694275,0.7532044649124146,0.903861403465271,0.0005000000237487257,0.5413689017295837,0.8929407000541687,0.58475261926651,0.7860360145568848,0.8932302594184875,0.8988351225852966,0.48946669697761536,0.8563259243965149,0.6818440556526184
21,0.40724948048591614,0.7502896189689636,0.9034662246704102,0.0005000000237487257,0.5367778539657593,0.8947440981864929,0.5859608054161072,0.7694256901741028,0.8741403818130493,0.8839964270591736,0.49870821833610535,0.8101851940155029,0.6972111463546753
22,0.4126465916633606,0.7597740888595581,0.9057644605636597,0.0005000000237487257,0.5287113785743713,0.8977877497673035,0.5821681618690491,0.7660472989082336,0.8747935891151428,0.8731284141540527,0.524186372756958,0.845522403717041,0.6448491811752319
23,0.4080490469932556,0.7506597638130188,0.9017623662948608,0.0005000000237487257,0.5348449349403381,0.890032947063446,0.5871750712394714,0.7469031810760498,0.8921682238578796,0.9010109901428223,0.5270631313323975,0.6743902564048767,0.9442231059074402
24,0.4118470251560211,0.7552788257598877,0.9023698568344116,0.0005000000237487257,0.5323677062988281,0.8903883099555969,0.5894256830215454,0.7939189076423645,0.8945984840393066,0.9017027616500854,0.486166775226593,0.8063359260559082,0.7677860260009766
25,0.42190831899642944,0.7621492147445679,0.9076560735702515,0.0005000000237487257,0.5206229090690613,0.9049477577209473,0.590380072593689,0.8001126050949097,0.8851232528686523,0.8877391815185547,0.488758385181427,0.8197923302650452,0.7638019323348999
26,0.4175772964954376,0.7527643442153931,0.9020060300827026,0.0005000000237487257,0.5356693267822266,0.8934494256973267,0.5869802236557007,0.7685810923576355,0.9000133275985718,0.909103512763977,0.5066197514533997,0.7022933959960938,0.923733651638031
27,0.4121135473251343,0.7556055188179016,0.9041303992271423,0.0005000000237487257,0.5284978151321411,0.8964943885803223,0.587594211101532,0.752815306186676,0.857586145401001,0.871375322341919,0.516531229019165,0.811481237411499,0.6516789793968201
28,0.4076492488384247,0.7551859617233276,0.905733048915863,0.0005000000237487257,0.525364875793457,0.8955574035644531,0.5849328637123108,0.8077139854431152,0.8992339372634888,0.905661940574646,0.4812676012516022,0.8207885026931763,0.782014787197113
29,0.4017857015132904,0.7477179765701294,0.9041755795478821,0.0005000000237487257,0.5270061492919922,0.8929159641265869,0.5840517282485962,0.792792797088623,0.8947411179542542,0.9014232158660889,0.48171865940093994,0.7987126708030701,0.7768924236297607
