filename,label,original_image,augmentation
Cerro_Machin_center_rotation_neg45.tif,1,Cerro_Machin_center,rotation_neg45
Cerro_Machin_center_flip_horizontal.tif,1,Cerro_Machin_center,flip_horizontal
Cerro_Machin_center_flip_vertical.tif,1,Cerro_Machin_center,flip_vertical
Cerro_Machin_center_brightness_1.2.tif,1,Cerro_Machin_center,brightness_1.2
Cerro_Machin_center_brightness_0.8.tif,1,Cerro_Machin_center,brightness_0.8
Cerro_Machin_center_contrast_1.3.tif,1,Cerro_Machin_center,contrast_1.3
Cerro_Machin_east_original.tif,1,Cerro_Machin_east.tif,original
Cerro_Machin_east_rotation_90.tif,1,Cerro_Machin_east,rotation_90
Cerro_Machin_east_rotation_180.tif,1,Cerro_Machin_east,rotation_180
Cerro_Machin_east_rotation_270.tif,1,Cerro_Machin_east,rotation_270
Cerro_Machin_east_rotation_45.tif,1,Cerro_Machin_east,rotation_45
Cerro_Machin_east_rotation_neg45.tif,1,Cerro_Machin_east,rotation_neg45
Cerro_Machin_east_flip_horizontal.tif,1,Cerro_Machin_east,flip_horizontal
Cerro_Machin_east_flip_vertical.tif,1,Cerro_Machin_east,flip_vertical
Cerro_Machin_east_brightness_1.2.tif,1,Cerro_Machin_east,brightness_1.2
Cerro_Machin_east_brightness_0.8.tif,1,Cerro_Machin_east,brightness_0.8
Cerro_Machin_east_contrast_1.3.tif,1,Cerro_Machin_east,contrast_1.3
Cerro_Machin_NE_original.tif,1,Cerro_Machin_NE.tif,original
Cerro_Machin_NE_rotation_90.tif,1,Cerro_Machin_NE,rotation_90
Cerro_Machin_NE_rotation_180.tif,1,Cerro_Machin_NE,rotation_180
Cerro_Machin_NE_rotation_270.tif,1,Cerro_Machin_NE,rotation_270
Cerro_Machin_NE_rotation_45.tif,1,Cerro_Machin_NE,rotation_45
Cerro_Machin_NE_rotation_neg45.tif,1,Cerro_Machin_NE,rotation_neg45
Cerro_Machin_NE_flip_horizontal.tif,1,Cerro_Machin_NE,flip_horizontal
Cerro_Machin_NE_flip_vertical.tif,1,Cerro_Machin_NE,flip_vertical
Cerro_Machin_NE_brightness_1.2.tif,1,Cerro_Machin_NE,brightness_1.2
Cerro_Machin_NE_brightness_0.8.tif,1,Cerro_Machin_NE,brightness_0.8
Cerro_Machin_NE_contrast_1.3.tif,1,Cerro_Machin_NE,contrast_1.3
Cerro_Machin_north_original.tif,1,Cerro_Machin_north.tif,original
Cerro_Machin_north_rotation_90.tif,1,Cerro_Machin_north,rotation_90
Cerro_Machin_north_rotation_180.tif,1,Cerro_Machin_north,rotation_180
Cerro_Machin_north_rotation_270.tif,1,Cerro_Machin_north,rotation_270
Cerro_Machin_north_rotation_45.tif,1,Cerro_Machin_north,rotation_45
Cerro_Machin_north_rotation_neg45.tif,1,Cerro_Machin_north,rotation_neg45
Cerro_Machin_north_flip_horizontal.tif,1,Cerro_Machin_north,flip_horizontal
Cerro_Machin_north_flip_vertical.tif,1,Cerro_Machin_north,flip_vertical
Cerro_Machin_north_brightness_1.2.tif,1,Cerro_Machin_north,brightness_1.2
Cerro_Machin_north_brightness_0.8.tif,1,Cerro_Machin_north,brightness_0.8
Cerro_Machin_north_contrast_1.3.tif,1,Cerro_Machin_north,contrast_1.3
Cerro_Machin_south_original.tif,1,Cerro_Machin_south.tif,original
Cerro_Machin_south_rotation_90.tif,1,Cerro_Machin_south,rotation_90
Cerro_Machin_south_rotation_180.tif,1,Cerro_Machin_south,rotation_180
Cerro_Machin_south_rotation_270.tif,1,Cerro_Machin_south,rotation_270
Cerro_Machin_south_rotation_45.tif,1,Cerro_Machin_south,rotation_45
Cerro_Machin_south_rotation_neg45.tif,1,Cerro_Machin_south,rotation_neg45
Cerro_Machin_south_flip_horizontal.tif,1,Cerro_Machin_south,flip_horizontal
Cerro_Machin_south_flip_vertical.tif,1,Cerro_Machin_south,flip_vertical
Cerro_Machin_south_brightness_1.2.tif,1,Cerro_Machin_south,brightness_1.2
Cerro_Machin_south_brightness_0.8.tif,1,Cerro_Machin_south,brightness_0.8
Cerro_Machin_south_contrast_1.3.tif,1,Cerro_Machin_south,contrast_1.3
Cerro_Machin_SW_original.tif,1,Cerro_Machin_SW.tif,original
Cerro_Machin_SW_rotation_90.tif,1,Cerro_Machin_SW,rotation_90
Cerro_Machin_SW_rotation_180.tif,1,Cerro_Machin_SW,rotation_180
Cerro_Machin_SW_rotation_270.tif,1,Cerro_Machin_SW,rotation_270
Cerro_Machin_SW_rotation_45.tif,1,Cerro_Machin_SW,rotation_45
Cerro_Machin_SW_rotation_neg45.tif,1,Cerro_Machin_SW,rotation_neg45
Cerro_Machin_SW_flip_horizontal.tif,1,Cerro_Machin_SW,flip_horizontal
Cerro_Machin_SW_flip_vertical.tif,1,Cerro_Machin_SW,flip_vertical
Cerro_Machin_SW_brightness_1.2.tif,1,Cerro_Machin_SW,brightness_1.2
Cerro_Machin_SW_brightness_0.8.tif,1,Cerro_Machin_SW,brightness_0.8
Cerro_Machin_SW_contrast_1.3.tif,1,Cerro_Machin_SW,contrast_1.3
Cerro_Machin_west_original.tif,1,Cerro_Machin_west.tif,original
Cerro_Machin_west_rotation_90.tif,1,Cerro_Machin_west,rotation_90
Cerro_Machin_west_rotation_180.tif,1,Cerro_Machin_west,rotation_180
Cerro_Machin_west_rotation_270.tif,1,Cerro_Machin_west,rotation_270
Cerro_Machin_west_rotation_45.tif,1,Cerro_Machin_west,rotation_45
Cerro_Machin_west_rotation_neg45.tif,1,Cerro_Machin_west,rotation_neg45
Cerro_Machin_west_flip_horizontal.tif,1,Cerro_Machin_west,flip_horizontal
Cerro_Machin_west_flip_vertical.tif,1,Cerro_Machin_west,flip_vertical
Cerro_Machin_west_brightness_1.2.tif,1,Cerro_Machin_west,brightness_1.2
Cerro_Machin_west_brightness_0.8.tif,1,Cerro_Machin_west,brightness_0.8
Cerro_Machin_west_contrast_1.3.tif,1,Cerro_Machin_west,contrast_1.3
Cerro_Negro_center_original.tif,1,Cerro_Negro_center.tif,original
Cerro_Negro_center_rotation_90.tif,1,Cerro_Negro_center,rotation_90
Cerro_Negro_center_rotation_180.tif,1,Cerro_Negro_center,rotation_180
Cerro_Negro_center_rotation_270.tif,1,Cerro_Negro_center,rotation_270
Cerro_Negro_center_rotation_45.tif,1,Cerro_Negro_center,rotation_45
Cerro_Negro_center_rotation_neg45.tif,1,Cerro_Negro_center,rotation_neg45
Cerro_Negro_center_flip_horizontal.tif,1,Cerro_Negro_center,flip_horizontal
Cerro_Negro_center_flip_vertical.tif,1,Cerro_Negro_center,flip_vertical
Cerro_Negro_center_brightness_1.2.tif,1,Cerro_Negro_center,brightness_1.2
Cerro_Negro_center_brightness_0.8.tif,1,Cerro_Negro_center,brightness_0.8
Cerro_Negro_center_contrast_1.3.tif,1,Cerro_Negro_center,contrast_1.3
Cerro_Negro_east_original.tif,1,Cerro_Negro_east.tif,original
Cerro_Negro_east_rotation_90.tif,1,Cerro_Negro_east,rotation_90
Cerro_Negro_east_rotation_180.tif,1,Cerro_Negro_east,rotation_180
Cerro_Negro_east_rotation_270.tif,1,Cerro_Negro_east,rotation_270
Cerro_Negro_east_rotation_45.tif,1,Cerro_Negro_east,rotation_45
Cerro_Negro_east_rotation_neg45.tif,1,Cerro_Negro_east,rotation_neg45
Cerro_Negro_east_flip_horizontal.tif,1,Cerro_Negro_east,flip_horizontal
Cerro_Negro_east_flip_vertical.tif,1,Cerro_Negro_east,flip_vertical
Cerro_Negro_east_brightness_1.2.tif,1,Cerro_Negro_east,brightness_1.2
Cerro_Negro_east_brightness_0.8.tif,1,Cerro_Negro_east,brightness_0.8
Cerro_Negro_east_contrast_1.3.tif,1,Cerro_Negro_east,contrast_1.3
CL_Antuco_center_original.tif,1,CL_Antuco_center.tif,original
CL_Antuco_center_rotation_90.tif,1,CL_Antuco_center,rotation_90
CL_Antuco_center_rotation_180.tif,1,CL_Antuco_center,rotation_180
CL_Antuco_center_rotation_270.tif,1,CL_Antuco_center,rotation_270
CL_Antuco_center_rotation_45.tif,1,CL_Antuco_center,rotation_45
CL_Antuco_center_rotation_neg45.tif,1,CL_Antuco_center,rotation_neg45
CL_Antuco_center_flip_horizontal.tif,1,CL_Antuco_center,flip_horizontal
CL_Antuco_center_flip_vertical.tif,1,CL_Antuco_center,flip_vertical
CL_Antuco_center_brightness_1.2.tif,1,CL_Antuco_center,brightness_1.2
CL_Antuco_center_brightness_0.8.tif,1,CL_Antuco_center,brightness_0.8
CL_Antuco_center_contrast_1.3.tif,1,CL_Antuco_center,contrast_1.3
CL_Antuco_north_original.tif,1,CL_Antuco_north.tif,original
CL_Antuco_north_rotation_90.tif,1,CL_Antuco_north,rotation_90
CL_Antuco_north_rotation_180.tif,1,CL_Antuco_north,rotation_180
CL_Antuco_north_rotation_270.tif,1,CL_Antuco_north,rotation_270
CL_Antuco_north_rotation_45.tif,1,CL_Antuco_north,rotation_45
CL_Antuco_north_rotation_neg45.tif,1,CL_Antuco_north,rotation_neg45
CL_Antuco_north_flip_horizontal.tif,1,CL_Antuco_north,flip_horizontal
CL_Antuco_north_flip_vertical.tif,1,CL_Antuco_north,flip_vertical
CL_Antuco_north_brightness_1.2.tif,1,CL_Antuco_north,brightness_1.2
CL_Antuco_north_brightness_0.8.tif,1,CL_Antuco_north,brightness_0.8
CL_Antuco_north_contrast_1.3.tif,1,CL_Antuco_north,contrast_1.3
CL_Antuco_south_original.tif,1,CL_Antuco_south.tif,original
CL_Antuco_south_rotation_90.tif,1,CL_Antuco_south,rotation_90
CL_Antuco_south_rotation_180.tif,1,CL_Antuco_south,rotation_180
CL_Antuco_south_rotation_270.tif,1,CL_Antuco_south,rotation_270
CL_Antuco_south_rotation_45.tif,1,CL_Antuco_south,rotation_45
CL_Antuco_south_rotation_neg45.tif,1,CL_Antuco_south,rotation_neg45
CL_Antuco_south_flip_horizontal.tif,1,CL_Antuco_south,flip_horizontal
CL_Antuco_south_flip_vertical.tif,1,CL_Antuco_south,flip_vertical
CL_Antuco_south_brightness_1.2.tif,1,CL_Antuco_south,brightness_1.2
CL_Antuco_south_brightness_0.8.tif,1,CL_Antuco_south,brightness_0.8
CL_Antuco_south_contrast_1.3.tif,1,CL_Antuco_south,contrast_1.3
CL_Apacheta_center_original.tif,1,CL_Apacheta_center.tif,original
CL_Apacheta_center_rotation_90.tif,1,CL_Apacheta_center,rotation_90
CL_Apacheta_center_rotation_180.tif,1,CL_Apacheta_center,rotation_180
CL_Apacheta_center_rotation_270.tif,1,CL_Apacheta_center,rotation_270
CL_Apacheta_center_rotation_45.tif,1,CL_Apacheta_center,rotation_45
CL_Apacheta_center_rotation_neg45.tif,1,CL_Apacheta_center,rotation_neg45
CL_Apacheta_center_flip_horizontal.tif,1,CL_Apacheta_center,flip_horizontal
CL_Apacheta_center_flip_vertical.tif,1,CL_Apacheta_center,flip_vertical
CL_Apacheta_center_brightness_1.2.tif,1,CL_Apacheta_center,brightness_1.2
CL_Apacheta_center_brightness_0.8.tif,1,CL_Apacheta_center,brightness_0.8
CL_Apacheta_center_contrast_1.3.tif,1,CL_Apacheta_center,contrast_1.3
CL_Apacheta_E_original.tif,1,CL_Apacheta_E.tif,original
CL_Apacheta_E_rotation_90.tif,1,CL_Apacheta_E,rotation_90
CL_Apacheta_E_rotation_180.tif,1,CL_Apacheta_E,rotation_180
CL_Apacheta_E_rotation_270.tif,1,CL_Apacheta_E,rotation_270
CL_Apacheta_E_rotation_45.tif,1,CL_Apacheta_E,rotation_45
CL_Apacheta_E_rotation_neg45.tif,1,CL_Apacheta_E,rotation_neg45
CL_Apacheta_E_flip_horizontal.tif,1,CL_Apacheta_E,flip_horizontal
CL_Apacheta_E_flip_vertical.tif,1,CL_Apacheta_E,flip_vertical
CL_Apacheta_E_brightness_1.2.tif,1,CL_Apacheta_E,brightness_1.2
CL_Apacheta_E_brightness_0.8.tif,1,CL_Apacheta_E,brightness_0.8
CL_Apacheta_E_contrast_1.3.tif,1,CL_Apacheta_E,contrast_1.3
CL_Apacheta_N_original.tif,1,CL_Apacheta_N.tif,original
CL_Apacheta_N_rotation_90.tif,1,CL_Apacheta_N,rotation_90
CL_Apacheta_N_rotation_180.tif,1,CL_Apacheta_N,rotation_180
CL_Apacheta_N_rotation_270.tif,1,CL_Apacheta_N,rotation_270
CL_Apacheta_N_rotation_45.tif,1,CL_Apacheta_N,rotation_45
CL_Apacheta_N_rotation_neg45.tif,1,CL_Apacheta_N,rotation_neg45
CL_Apacheta_N_flip_horizontal.tif,1,CL_Apacheta_N,flip_horizontal
CL_Apacheta_N_flip_vertical.tif,1,CL_Apacheta_N,flip_vertical
CL_Apacheta_N_brightness_1.2.tif,1,CL_Apacheta_N,brightness_1.2
CL_Apacheta_N_brightness_0.8.tif,1,CL_Apacheta_N,brightness_0.8
CL_Apacheta_N_contrast_1.3.tif,1,CL_Apacheta_N,contrast_1.3
CL_Apacheta_NE_original.tif,1,CL_Apacheta_NE.tif,original
CL_Apacheta_NE_rotation_90.tif,1,CL_Apacheta_NE,rotation_90
CL_Apacheta_NE_rotation_180.tif,1,CL_Apacheta_NE,rotation_180
CL_Apacheta_NE_rotation_270.tif,1,CL_Apacheta_NE,rotation_270
CL_Apacheta_NE_rotation_45.tif,1,CL_Apacheta_NE,rotation_45
CL_Apacheta_NE_rotation_neg45.tif,1,CL_Apacheta_NE,rotation_neg45
CL_Apacheta_NE_flip_horizontal.tif,1,CL_Apacheta_NE,flip_horizontal
CL_Apacheta_NE_flip_vertical.tif,1,CL_Apacheta_NE,flip_vertical
CL_Apacheta_NE_brightness_1.2.tif,1,CL_Apacheta_NE,brightness_1.2
CL_Apacheta_NE_brightness_0.8.tif,1,CL_Apacheta_NE,brightness_0.8
CL_Apacheta_NE_contrast_1.3.tif,1,CL_Apacheta_NE,contrast_1.3
CL_Apacheta_NW_original.tif,1,CL_Apacheta_NW.tif,original
CL_Apacheta_NW_rotation_90.tif,1,CL_Apacheta_NW,rotation_90
CL_Apacheta_NW_rotation_180.tif,1,CL_Apacheta_NW,rotation_180
CL_Apacheta_NW_rotation_270.tif,1,CL_Apacheta_NW,rotation_270
CL_Apacheta_NW_rotation_45.tif,1,CL_Apacheta_NW,rotation_45
CL_Apacheta_NW_rotation_neg45.tif,1,CL_Apacheta_NW,rotation_neg45
CL_Apacheta_NW_flip_horizontal.tif,1,CL_Apacheta_NW,flip_horizontal
CL_Apacheta_NW_flip_vertical.tif,1,CL_Apacheta_NW,flip_vertical
CL_Apacheta_NW_brightness_1.2.tif,1,CL_Apacheta_NW,brightness_1.2
CL_Apacheta_NW_brightness_0.8.tif,1,CL_Apacheta_NW,brightness_0.8
CL_Apacheta_NW_contrast_1.3.tif,1,CL_Apacheta_NW,contrast_1.3
CL_Apacheta_S_original.tif,1,CL_Apacheta_S.tif,original
CL_Apacheta_S_rotation_90.tif,1,CL_Apacheta_S,rotation_90
CL_Apacheta_S_rotation_180.tif,1,CL_Apacheta_S,rotation_180
CL_Apacheta_S_rotation_270.tif,1,CL_Apacheta_S,rotation_270
CL_Apacheta_S_rotation_45.tif,1,CL_Apacheta_S,rotation_45
CL_Apacheta_S_rotation_neg45.tif,1,CL_Apacheta_S,rotation_neg45
CL_Apacheta_S_flip_horizontal.tif,1,CL_Apacheta_S,flip_horizontal
CL_Apacheta_S_flip_vertical.tif,1,CL_Apacheta_S,flip_vertical
CL_Apacheta_S_brightness_1.2.tif,1,CL_Apacheta_S,brightness_1.2
CL_Apacheta_S_brightness_0.8.tif,1,CL_Apacheta_S,brightness_0.8
CL_Apacheta_S_contrast_1.3.tif,1,CL_Apacheta_S,contrast_1.3
CL_Apacheta_SE_original.tif,1,CL_Apacheta_SE.tif,original
CL_Apacheta_SE_rotation_90.tif,1,CL_Apacheta_SE,rotation_90
CL_Apacheta_SE_rotation_180.tif,1,CL_Apacheta_SE,rotation_180
CL_Apacheta_SE_rotation_270.tif,1,CL_Apacheta_SE,rotation_270
CL_Apacheta_SE_rotation_45.tif,1,CL_Apacheta_SE,rotation_45
CL_Apacheta_SE_rotation_neg45.tif,1,CL_Apacheta_SE,rotation_neg45
CL_Apacheta_SE_flip_horizontal.tif,1,CL_Apacheta_SE,flip_horizontal
CL_Apacheta_SE_flip_vertical.tif,1,CL_Apacheta_SE,flip_vertical
CL_Apacheta_SE_brightness_1.2.tif,1,CL_Apacheta_SE,brightness_1.2
CL_Apacheta_SE_brightness_0.8.tif,1,CL_Apacheta_SE,brightness_0.8
CL_Apacheta_SE_contrast_1.3.tif,1,CL_Apacheta_SE,contrast_1.3
CL_Apacheta_SW_original.tif,1,CL_Apacheta_SW.tif,original
CL_Apacheta_SW_rotation_90.tif,1,CL_Apacheta_SW,rotation_90
CL_Apacheta_SW_rotation_180.tif,1,CL_Apacheta_SW,rotation_180
CL_Apacheta_SW_rotation_270.tif,1,CL_Apacheta_SW,rotation_270
CL_Apacheta_SW_rotation_45.tif,1,CL_Apacheta_SW,rotation_45
CL_Apacheta_SW_rotation_neg45.tif,1,CL_Apacheta_SW,rotation_neg45
CL_Apacheta_SW_flip_horizontal.tif,1,CL_Apacheta_SW,flip_horizontal
CL_Apacheta_SW_flip_vertical.tif,1,CL_Apacheta_SW,flip_vertical
CL_Apacheta_SW_brightness_1.2.tif,1,CL_Apacheta_SW,brightness_1.2
CL_Apacheta_SW_brightness_0.8.tif,1,CL_Apacheta_SW,brightness_0.8
CL_Apacheta_SW_contrast_1.3.tif,1,CL_Apacheta_SW,contrast_1.3
CL_Apacheta_W_original.tif,1,CL_Apacheta_W.tif,original
CL_Apacheta_W_rotation_90.tif,1,CL_Apacheta_W,rotation_90
CL_Apacheta_W_rotation_180.tif,1,CL_Apacheta_W,rotation_180
CL_Apacheta_W_rotation_270.tif,1,CL_Apacheta_W,rotation_270
CL_Apacheta_W_rotation_45.tif,1,CL_Apacheta_W,rotation_45
CL_Apacheta_W_rotation_neg45.tif,1,CL_Apacheta_W,rotation_neg45
CL_Apacheta_W_flip_horizontal.tif,1,CL_Apacheta_W,flip_horizontal
CL_Apacheta_W_flip_vertical.tif,1,CL_Apacheta_W,flip_vertical
CL_Apacheta_W_brightness_1.2.tif,1,CL_Apacheta_W,brightness_1.2
CL_Apacheta_W_brightness_0.8.tif,1,CL_Apacheta_W,brightness_0.8
CL_Apacheta_W_contrast_1.3.tif,1,CL_Apacheta_W,contrast_1.3
CL_Calabozos_center_original.tif,1,CL_Calabozos_center.tif,original
CL_Calabozos_center_rotation_90.tif,1,CL_Calabozos_center,rotation_90
CL_Calabozos_center_rotation_180.tif,1,CL_Calabozos_center,rotation_180
CL_Calabozos_center_rotation_270.tif,1,CL_Calabozos_center,rotation_270
CL_Calabozos_center_rotation_45.tif,1,CL_Calabozos_center,rotation_45
CL_Calabozos_center_rotation_neg45.tif,1,CL_Calabozos_center,rotation_neg45
CL_Calabozos_center_flip_horizontal.tif,1,CL_Calabozos_center,flip_horizontal
CL_Calabozos_center_flip_vertical.tif,1,CL_Calabozos_center,flip_vertical
CL_Calabozos_center_brightness_1.2.tif,1,CL_Calabozos_center,brightness_1.2
CL_Calabozos_center_brightness_0.8.tif,1,CL_Calabozos_center,brightness_0.8
CL_Calabozos_center_contrast_1.3.tif,1,CL_Calabozos_center,contrast_1.3
CL_Calabozos_east_original.tif,1,CL_Calabozos_east.tif,original
CL_Calabozos_east_rotation_90.tif,1,CL_Calabozos_east,rotation_90
CL_Calabozos_east_rotation_180.tif,1,CL_Calabozos_east,rotation_180
CL_Calabozos_east_rotation_270.tif,1,CL_Calabozos_east,rotation_270
CL_Calabozos_east_rotation_45.tif,1,CL_Calabozos_east,rotation_45
CL_Calabozos_east_rotation_neg45.tif,1,CL_Calabozos_east,rotation_neg45
CL_Calabozos_east_flip_horizontal.tif,1,CL_Calabozos_east,flip_horizontal
CL_Calabozos_east_flip_vertical.tif,1,CL_Calabozos_east,flip_vertical
CL_Calabozos_east_brightness_1.2.tif,1,CL_Calabozos_east,brightness_1.2
CL_Calabozos_east_brightness_0.8.tif,1,CL_Calabozos_east,brightness_0.8
CL_Calabozos_east_contrast_1.3.tif,1,CL_Calabozos_east,contrast_1.3
CL_Calabozos_north_original.tif,1,CL_Calabozos_north.tif,original
CL_Calabozos_north_rotation_90.tif,1,CL_Calabozos_north,rotation_90
CL_Calabozos_north_rotation_180.tif,1,CL_Calabozos_north,rotation_180
CL_Calabozos_north_rotation_270.tif,1,CL_Calabozos_north,rotation_270
CL_Calabozos_north_rotation_45.tif,1,CL_Calabozos_north,rotation_45
CL_Calabozos_north_rotation_neg45.tif,1,CL_Calabozos_north,rotation_neg45
CL_Calabozos_north_flip_horizontal.tif,1,CL_Calabozos_north,flip_horizontal
CL_Calabozos_north_flip_vertical.tif,1,CL_Calabozos_north,flip_vertical
CL_Calabozos_north_brightness_1.2.tif,1,CL_Calabozos_north,brightness_1.2
CL_Calabozos_north_brightness_0.8.tif,1,CL_Calabozos_north,brightness_0.8
CL_Calabozos_north_contrast_1.3.tif,1,CL_Calabozos_north,contrast_1.3
CL_Calabozos_south_original.tif,1,CL_Calabozos_south.tif,original
CL_Calabozos_south_rotation_90.tif,1,CL_Calabozos_south,rotation_90
CL_Calabozos_south_rotation_180.tif,1,CL_Calabozos_south,rotation_180
CL_Calabozos_south_rotation_270.tif,1,CL_Calabozos_south,rotation_270
CL_Calabozos_south_rotation_45.tif,1,CL_Calabozos_south,rotation_45
CL_Calabozos_south_rotation_neg45.tif,1,CL_Calabozos_south,rotation_neg45
CL_Calabozos_south_flip_horizontal.tif,1,CL_Calabozos_south,flip_horizontal
CL_Calabozos_south_flip_vertical.tif,1,CL_Calabozos_south,flip_vertical
CL_Calabozos_south_brightness_1.2.tif,1,CL_Calabozos_south,brightness_1.2
CL_Calabozos_south_brightness_0.8.tif,1,CL_Calabozos_south,brightness_0.8
CL_Calabozos_south_contrast_1.3.tif,1,CL_Calabozos_south,contrast_1.3
CL_Calabozos_west_original.tif,1,CL_Calabozos_west.tif,original
CL_Calabozos_west_rotation_90.tif,1,CL_Calabozos_west,rotation_90
CL_Calabozos_west_rotation_180.tif,1,CL_Calabozos_west,rotation_180
CL_Calabozos_west_rotation_270.tif,1,CL_Calabozos_west,rotation_270
CL_Calabozos_west_rotation_45.tif,1,CL_Calabozos_west,rotation_45
CL_Calabozos_west_rotation_neg45.tif,1,CL_Calabozos_west,rotation_neg45
CL_Calabozos_west_flip_horizontal.tif,1,CL_Calabozos_west,flip_horizontal
CL_Calabozos_west_flip_vertical.tif,1,CL_Calabozos_west,flip_vertical
CL_Calabozos_west_brightness_1.2.tif,1,CL_Calabozos_west,brightness_1.2
CL_Calabozos_west_brightness_0.8.tif,1,CL_Calabozos_west,brightness_0.8
